StoreID,StoreName,AreaCode
S00477763,B S B ENTERPRISE,710006
S00477768,DEEPAK STORE,710006
S00477777,KANU PAN GHAR,710006
S00477784,GANGA PAN GHAR,710006
S00477788,GOBINDO BHANDER,710006
S00477798,USHA BHANDER,710006
S00477801,SARKAR STORE,710006
S00477802,BIKASH STORES,710006
S00477804,LAL BHANDAR,710006
S00477815,BIJAY PAN GHAR,710006
S00477819,DAM ELECTRIC,710006
S00477821,MUSKAN PAN GHAR,710006
S00477825,SHUBHAM GENERAL STORE,710006
S00477829,RAJU STORE,710006
S00477830,HARIMADHAB STORE,710006
S00477833,DUJA PRASAD PAN GHAR,710006
S00477836,MAA DURGA STORE,710006
S00477861,MANOHAR,710006
S00478059,SARKAR STORES,710006
S00478070,BABU STORES,710006
S00478170,DAILY NEED,710006
S00478176,MAMA PAN GHARS,710006
S00478199,Uttam Store 2,710006
S00478211,Nandi Medico,710006
S00478220,FRESH TESTY FOOD,710006
S00478235,Das StoreS,710006
S00478254,ANIL STORES,710006
S00478256,Kanchan Pan Ghar,710006
S00478280,NARAYAN BHANDARS,710006
S00478291,Ajay Pan GharS,710006
S00478306,RAMESHTH DEPARTMENTAL STORE,710006
S00478329,Gopal BhandarS,710006
S00040293,RATHER P S,700029
S00040296,BISMILLAH RESTRA,700029
S00040299,BHAT ENTERPRISES,700029
S00040301,SOFI P S,700029
S00040306,IMTIYAZ PROV STORE,700029
S00040307,UNCLE G HOME STORE,700029
S00040310,ROUNGA P S,700029
S00040311,GULZAR GEN STORE,700029
S00040312,MEHRAAJ PRO STORE,700029
S00040313,BHAT KIRYANA,700029
S00040315,WAGAY G S,700029
S00040319,DILSHAN MART,700029
S00040322,SALMAN ENTEPRISES,700029
S00040325,TARIQ P S,700029
S00040327,NOORA HOSPITAL CANTEEN,700029
S00040328,WANI  PRO,700029
S00040330,ALINA PRO  STORE,700029
S00476475,PESKAR PAN GHAR,710006
S00476493,PAN GHAR,710006
S00476496,CITY STORE,710006
S00476498,GOPAL PAN GHAR,710006
S00476499,BIREN PAUL,710006
S00476500,BIJAY PAUL,710006
S00476510,MAHANANDA STORE,710006
S00476578,SUNDARAM,710006
S00476579,SUNNY STATIONARY,710006
S00476584,A  Choudhary,710006
S00476587,Ganga devi store,710006
S00476588,RADHARAMAN STORE,710006
S00476593,Saha storeS,710006
S00476618,G N  Brothers,710006
S00476647,Saha pan gharS,710006
S00476649,Saha storeS,710006
S00476650,poja bhandar,710006
S00476652,Molobika stores,710006
S00476667,Ashem bhandar,710006
S00476680,maa tara pan ghar,710006
S00476682,loknath stores,710006
S00476684,r s bandar,710006
S00476688,PRITAM STORES,710006
S00476720,DURGA BHANDARS,710006
S00476723,GANESH BHANDARS,710006
S00476724,BHAGWATI G STORE,710006
S00476730,NAVDURGA BHANDAR,710006
S00476732,RAMBHAJAN PAN GHAR,710006
S00476733,HIMALAYAN P C O,710006
S00476734,ANURAG STORE,710006
S00476752,MANOJ STORE,710006
S00476761,MOHAN SAHA,710006
S00476767,DEBNATH STORES,710006
S00476769,NEW LAXMI STORE,710006
S00476784,GHOSH HOTEL,710006
S00476785,LALIT BHANDAR,710006
S00476794,PAWAN GUPTA STORE,710006
S00476801,KUMAR STORE,710006
S00476803,BASANTI STORES,710006
S00476804,JOY BHANDAR,710006
S00476805,PROVX STORE,710006
S00476806,SABITI BHANDAR,710006
S00476807,JAIGURU STORE,710006
S00476809,SUSMITA STORE,710006
S00476812,NUPUR ENTERPRISE,710006
S00728934,PODDAR STORE,710006
S00729156,Gita Variety,710006
S00729159,Tapan StoreS,710006
S00729165,Maa Laxmi Pan Ghar,710006
S00729171,Shanti Variety,710006
S00729172,LAXMI STORE,710006
S00729176,Himalayan Caterer,710006
S00729177,Maa Communication,710006
S00729182,Bijay Prosad,710006
S00733060,HARANDAR BHANDARS,710006
S00733072,MITRA STORES,710006
S00733080,SATALITE LINK,710006
S00733083,JAY KALI STORE,710006
S00733096,MANTHAN,710006
S00733101,LAXMI BHANDAR,710006
S00733116,POPULAR STORES,710006
S00690197,Bikash StoreS,710006
S00690208,Binay Store,710006
S00690209,APPA HOTEL,710006
S00690216,Sumon Store,710006
S00690221,MAA BHABANI STORES 2,710006
S00690222,Bittu Pan Ghar,710006
S00690225,Gitangali Enterprises,710006
S00690226,New Dam Bhander,710006
S00690228,Saha Trading,710006
S00690235,Nevedita Store,710006
S00690244,Maa Durga storeS,710006
S00690248,Laxman Store,710006
S00690281,Moduhmita Store,710006
S00690287,BRISTI VAREITY STORE,710006
S00690288,Paul Store,710006
S00690289,Zeals shop,710006
S00690290,SAMBHU PAN GHAR,710006
S00690295,Saha Virity Store,710006
S00690307,Monmon Store,710006
S00690314,Bubun Pan Ghar,710006
S00690315,Sayan Pan Ghar,710006
S00690317,MAA LAXMI BHANDERS,710006
S00690318,ROY ENTERPRISE,710006
S00690320,ROY STORE,710006
S00690322,NIPEN PAN GHAR,710006
S00690327,Maya Bhander,710006
S00690329,Narayan BhanderS,710006
S00690376,Bhawal Store,710006
S00690384,Mira Enterprise,710006
S00690395,Destiny General Store,710006
S00690413,SIBAJI STORE,710006
S00690415,Kanunamaya pan Ghar,710006
S00690417,Kalpana Store,710006
S00690419,Ankita Store,710006
S00690420,Dipankar Hotel,710006
S00833854,Jewel Pan House,700029
S00833856,Rouf Gen. Store,700029
S00833877,Khan Prov. Store,700029
S00833878,Al-Ajwa Gen.Store,700029
S00839482,PASSPORT OFFICE CANTEEN,700029
S00839486,"A.A ENTP,",700029
S00839492,"AB AHAD GEN. STORE,-1",700029
S00839499,AB AZIZ PROV. STORE 2,700029
S00839501,"AB GANI PROV. STORE,-1",700029
S00839503,AB GANI PROV. STORE3,700029
S00839514,Hilal Pro. Store 2.,700029
S00839516,AB KHALIQ PROV. STORE..1,700029
S00839526,BASHIR MILK SHOP,700029
S00839532,BLUE MOON,700029
S00839537,"AB REHMAN,-1",700029
S00839540,ABDUL AHAD1,700029
S00839544,ABDUL RASHID PROV STORE1,700029
S00839553,ADIL PROV.STORE..3,700029
S00839570,MUZAFAR DEPT. STORE,700029
S00839589,ALTAF  PROV. STORE(1),700029
S00839596,QASIM PROV. STORE,700029
S00839604,ARSHID PROV. STORE2,700029
S00839613,"ASHRAF  PROV. STORE,-1",700029
S00839767,BABA ENT2,700029
S00839777,ABDUL RASID FRUIT SHOP,700029
S00839783,BABLOO SOFTY..2,700029
S00839787,GOUSIA GEN STORE,700029
S00839790,ARYIAN TOUR TRAVELS,700029
S00839793,"BASHIR  PROV. STORE,-27",700029
S00839794,"BASHIR  PROV. STORE,-28",700029
S00839812,BASHIR BAKERY..2,700029
S00839827,KHATOO PROV. STORE,700029
S00839860,"BHAT  PROV. STORE,-32",700029
S00839864,BHAT  PROV. STORE..36,700029
S00839875,BHAT PROV. STORE11,700029
S00839883,BHAT PROV. STORE19,700029
S00839885,RUHAIL PROV. STORE,700029
S00839891,BHAT PROV.STORE21,700029
S00839892,AYOUB PROV STORE,700029
S00839902,"BHAT TELCOM,-3",700029
S00839920,"BINDROO HEALTH CARE,-1",700029
S00839923,"BISMILLAH  PROV. STORE,-2",700029
S00839932,MIR GULZAR,700029
S00839951,NAYEEM PROV STORE,700029
S00839957,"COOL POINT,-1",700029
S00839958,"CO-OPERATIVE GEN. STORE,-1",700029
S00835297,LORDS BAKERY,700029
S00835303,"H M IBRAHIM PROV.STORE,",700029
S00835304,Muzafaar Pro. Store,700029
S00835305,"PROVISION STREAM,",700029
S00835306,"MOHAMMAD YOUSUF MALLA,",700029
S00835307,"WANI PROV.STORE,",700029
S00835331,"PARVAIZ PROV STORE,",700029
S00835334,"TIPLOO PROV STORE,",700029
S00835336,"SHAH GEN.STORE,",700029
S00835339,"SAYANA,",700029
S00835340,"ABDUL HAMID PROV.STORE,",700029
S00835342,"MUSHARAF PROV.STORE,",700029
S00835343,"FAROOQ PROV.STORE,",700029
S00835345,"MAQBOOL PROV.STORE,",700029
S00835346,"ARIF PROV.STORE,",700029
S00835347,"QAZI PROV.STORE,",700029
S00835348,"SHAHEEN PROV.STORE,",700029
S00835349,"MANZOOR PROV.STORE,",700029
S00835350,"KEEPS  PROV.STORE,",700029
S00835352,"A.R.S PROV.STORE,",700029
S00835356,"BILAL PROV. STORE,",700029
S00835358,"MALIK GEN STORE,",700029
S00835361,"RESHI PROV. STORE,",700029
S00835364,"SHOWKAT AH BABA,",700029
S00835366,"JAVAID PROV.STORE,",700029
S00835369,"GULAM NABI,",700029
S00835371,"BILAL PROV.STORE,",700029
S00846940,SHIEKH GENERAL STORE,700029
S00846941,ALTAAF PROVISION STORE,700029
S00846943,GULAM MOHUDIN,700029
S00846944,PAMPOSH BAKERY,700029
S00846946,BASHIR AHMED SHAH,700029
S00846949,IMTAYAZ PROVISION STORE,700029
S00846955,SOFI PROVISION STORE,700029
S00846956,ALTAAF PROVISION STORE-2,700029
S00846960,MIR & SONS,700029
S00846966,MOHD. ASHRAF PROV. STORE,700029
S00846970,SAMTEL PROV. STORE,700029
S00846971,JAAN TEA STALL,700029
S00846974,Abdul Aziz,700029
S00846975,RAH SONS,700029
S00846978,YATTO-2,700029
S00835375,SHOWKET FRUIT SHOP,700029
S00835376,"NAZIR FRUIT SHOP,",700029
S00835378,"NOOR BAKERY,",700029
S00835379,"NAQASH PROV. STORE,",700029
S00835381,"MIR GEN. STORE,",700029
S00835384,"RIYAZ PROV. STORE,",700029
S00835386,"CAFFINE PROV STORE,",700029
S00835388,"SOFI PROV STORE,",700029
S00835393,"MIR PROV. STORE,",700029
S00835394,"SHEIKH PROV STORE,",700029
S00835396,ALI MOHAMMAD AND SONS,700029
S00835397,DAR PROV.STORE,700029
S00835398,"SHABIR PROV. STORE,",700029
S00835401,"FAMCO PROV.STORE,",700029
S00835406,"HIBBA PROV. STORE,",700029
S00835407,"SHAH COOL POINT,",700029
S00835409,"FAROOQ PROV. STORE,",700029
S00835411,"KAWA PROV. STORE,",700029
S00846982,RIIYAZ PS,700029
S00846983,KHAN RESTAURENT,700029
S00846989,AXE GEN. STORE,700029
S00846990,OWAIS PROV. STORE,700029
S00846995,WANI ENTERPRISES (ELAHI),700029
S00846997,SAJID PROV. STORE,700029
S00847000,MUSA PROV. STORE,700029
S00847002,IMTAYAZ PROV. STORE,700029
S00847011,SALIM PROV. STORE,700029
S00847013,Lone Family,700029
S00847014,Minto Circle Canten,700029
S00847016,MD STORE,700029
S00847018,AAFTAB PROV. STORE,700029
S00847021,ALTAF PROV. STORE,700029
S00847024,BHAT PROV. STORE (G),700029
S00835413,GREEN HILL,700029
S00835416,BHAT ENTERPRIESES,700029
S00835417,"PARVAIZ PROV STORE,",700029
S00835421,SHABIR PROV STORE,700029
S00835422,"NISAR PROV.STORE,",700029
S00835426,"ALTAF PROV.STORE,",700029
S00835427,"COOL POINT,",700029
S00835428,"SHOWKET PROV.STORE,",700029
S00835429,"LAL PURI SOFTY CORNER,",700029
S00835431,"SOFI PROV.STORE,",700029
S00835433,"BISMILLAH PROV.STORE,",700029
S00835434,"G N PROV.STORE,",700029
S00835437,"SOFI PROV.STORE,",700029
S00835438,"SHAH PROV.STORE,",700029
S00835440,"SHAH STORE,",700029
S00835441,"BILAL PROV.STORE,",700029
S00835444,LP SOFTY CORNER,700029
S00835445,"BATLOO 2ND,",700029
S00835447,Bismilah Pro.store,700029
S00835448,"KHAN PROV. STORE,",700029
S00835451,"S P TELECOM,",700029
S00835452,"BHAT COLLECTION,",700029
S00835453,"MOHAMMAD IQBAL,",700029
S00835466,"YOUNIS PROV. STORE,",700029
S00835467,"BATLOO PROV.STORE,",700029
S00835470,"QADRI AND SONS,",700029
S00835473,"ZAHID PROV.STORE,",700029
S00835474,"MEHRAJ PROV.STORE,",700029
S00835475,"GH. MOHAMMED,",700029
S00835477,Tuck Shop.,700029
S00835479,"NISAR PROV.STORE,",700029
S00835480,PROF. BASHIR AHMED,700029
S00835485,"JAVAID PROV.STORE,",700029
S00835488,"FAROOQ PROV.STORE,",700029
S00835491,"BHAT PROV.STORE,",700029
S00835493,"ABRAR PROV.STORE,",700029
S00835496,"ICE WORLD,",700029
S00835498,"DAWOOD TELECOM,",700029
S00835508,"ESHAAN MULTI STORE,",700029
S00835513,"YASIR PROV.STORE,",700029
S00835514,Aram Karyan Store,700029
S00835515,"YOUNS PROV.STORE,",700029
S00835517,"ALTAF PROV. STORE,",700029
S00835518,"KHAN PROV.STORE,",700029
S00835521,"ARFAT PROV.STORE,",700029
S00835524,"BAKER BOYS,",700029
S00835525,"SHAFAT PROV.STORE,",700029
S00835527,"KHAN GEN.STORE,",700029
S00835529,"WANI PROV.STORE,",700029
S00835531,MOHD Ramazan  PRO,700029
S00835532,"ZAHOOR TELICOM,",700029
S00835537,"DAR ENTERPERISES,",700029
S00835539,"AB. GANI PARRY,",700029
S00835540,"SAJJAD KHAN,",700029
S00835543,"RIYAZ AHMED SOFI STORE,",700029
S00835544,"MANZOOR TRADERS,",700029
S00835545,"PIOUS TELECOM,",700029
S00835547,"BASHIR PROV.STORE,",700029
S00835548,"S. FAROOQ,",700029
S00835551,"QADIR PROV.STORE,",700029
S00835554,"THANDA POINT,",700029
S00835557,"MOIN GEN.STORE,",700029
S00835560,"M.D. PROV.STORE,",700029
S00835568,"AMIR PROV.STORE,",700029
S00835569,"EXOTIC STORE,",700029
S00835570,"AYAN TRADING CO.,",700029
S00835575,"DAR BROTHERS,",700029
S00835576,"FALAK BAKERY ,",700029
S00835579,"S.R PROV. STORE,",700029
S00835585,"SIMPLE PROV. STORE,",700029
S00835587,"HANIEF SOFTY,",700029
S00835588,"WANI PRO STORE,",700029
S00835590,"NASIR P. STORE,",700029
S00835592,Allied Pro. Store.,700029
S00835593,"TANTARY PROV. STORE,",700029
S00835594,"KHAN PROV. STORE,",700029
S00835595,"SUHAIL PROV. STORE,",700029
S00835596,"NICE PROV. STORE,",700029
S00835601,"SHAH P/S,",700029
S00835602,"FAIYAZ P/S,",700029
S00835606,"KHAN PROV.STORE,",700029
S00835607,"GOUSIA PROV.STORE,",700029
S00835619,NAZIR PROV. STORE,700029
S00835622,SOFI  PROV. STORE,700029
S00835624,YATOO PROV. STORE,700029
S00835627,MIR PROV. STORE,700029
S00835630,DELIGHT PROV. STORE,700029
S00835632,"BISMIIAH PROV. STORE,",700029
S00835634,"DAR SOFTY CORNER,",700029
S00835635,"MIR PROV. STORE,",700029
S00840147,FIRDOUS MOBILE SHOP,700029
S00840155,"DILKASH  PROV. STORE,-1",700029
S00835636,"MOON LIGHT,",700029
S00835637,SULTAN BABA,700029
S00835638,TARIQ PROV. STORE,700029
S00835640,GASHA RESTAURANT,700029
S00835641,NEW GLACIER,700029
S00835646,NASEEM ICE POINT,700029
S00835647,JAN PROV. STORE,700029
S00835649,BASHIR AH WANI,700029
S00835650,"COOL POINT,",700029
S00835659,"ABDULLAH PROV.STORE,",700029
S00835660,"WANI PROV. STORE,",700029
S00835665,YOUSUF TELICOM,700029
S00835669,CHOTA BABA,700029
S00835670,DAR PROV. STORE,700029
S00835673,SULTAN PROV. STORE,700029
S00835674,MIR PROV. STORE,700029
S00835676,CAMPUS DEPT STORE,700029
S00835682,"REHMAT AALAM,",700029
S00840156,"DIMOND PAN HOUSE,-1",700029
S00840159,DREAM MERCHANT1,700029
S00840169,WASEEM PROV STORE,700029
S00840171,S R WANI PROV STORE,700029
S00840172,"FARASH COLD DRING,-1",700029
S00840175,MOHD. HUSSAIN  (NR),700029
S00840179,SHEIKH PROV STORE,700029
S00840193,FAROOQ MILK STORE1,700029
S00840201,FAROOQ PROV. STORE19,700029
S00840202,FAROOQ PROV. STORE20,700029
S00840211,FAROOQ PROV. STORE..2,700029
S00840222,"FAYAZ PROV. STORE,-2",700029
S00840236,FEEROZ PROV. STORE..2,700029
S00840250,FIRDOUS PROV. STORE..7,700029
S00840267,AYOUB PROV STORE,700029
S00840276,LATIEF PROV STORE,700029
S00840280,P.D.S PROV. STORE,700029
S00840285,"G.R.TELICOM,-1",700029
S00835683,"BHAT & SONS,",700029
S00835684,ALI MOHD,700029
S00835685,"FLY HIGH,",700029
S00835691,"RESHI GEN. STORE,",700029
S00835695,"SAMEER PROV. STORE,",700029
S00835697,"BILAL PROV. STORE,",700029
S00835702,"AHDOOS BAKERY,",700029
S00835705,"FAYAZ PROV. STORE,",700029
S00835706,"SHAAN UTILITY,",700029
S00835707,DAR  PROV. STORE,700029
S00835718,"PARVAIZ PROV. STORE,",700029
S00835720,"FRESH FRUITS,",700029
S00835721,"FAIR DEAL,",700029
S00835731,"BEIGH DEPARTMENTAL STORE,",700029
S00835739,"BEIGH STORE,",700029
S00835741,REFRESH POINT,700029
S00835742,KHAN UTILITY,700029
S00835743,SAME SAME DIFF,700029
S00840286,"GARB TRADERS,-1",700029
S00840287,"GASI ENT,-1",700029
S00840289,GAZI PROV. STORE1,700029
S00840291,GEE PEE PROV. STORE1,700029
S00840295,GENERAL PROV. STORE..2,700029
S00840305,GH HASSAN PROV. STORE..2,700029
S00840311,JIYA TEA STALL,700029
S00840315,ARSHID BUS STAND,700029
S00840324,ABDUL GANI PROV STORE,700029
S00840328,MUSHTAQ PROV. STORE,700029
S00840335,Nasir Pro. Store.,700029
S00840340,GH.RASOOL1,700029
S00840344,"GIVE & TAKE,-1",700029
S00840362,TAVERNA BAKERY,700029
S00840370,"GULAM MOHAMMAD PROV. STORE,-1",700029
S00840375,JALEENI PROV STORE,700029
S00840381,GULZAR PROV. STORE7,700029
S00840395,AYUB PROVISION STORE,700029
S00840398,HAFIZ BEAUTY CORNER..2,700029
S00840399,HAFIZ ULLAH PROV. STORE1,700029
S00840410,HAKAK PROV. STORE..2,700029
S00840420,HANGA PROV. STORE1,700029
S00840433,HILAL PROV. STORE..8,700029
S00840443,MEHRAJ P/S,700029
S00840455,IMPERE PROV. STORE..2,700029
S00840458,IMRAN PROV. STORE..1,700029
S00840459,IMRAN PROV. STORE..2,700029
S00840466,IMTAYAZ  GEN. STOREG,700029
S00840486,"JAAN  PROV. STORE,-1",700029
S00840510,JEHANGIR PROV.STORE3,700029
S00840514,"JK PROV. STORE,-1",700029
S00840531,"KHAN  PROV. STORE,-10",700029
S00840544,KHAN GEN. STOREB,700029
S00840558,KHAZIR SONS..2,700029
S00840559,"KIRMANI  PROV. STORE,-1",700029
S00840561,KITCHEN PROV. STORE..2,700029
S00835745,M.S PROV. STORE,700029
S00835746,SOFI  PROV. STORE,700029
S00835747,BABA RESHI GEN. STORE,700029
S00835748,"AFTAB PROV. STORE,",700029
S00835755,"ROYAL STORE,",700029
S00835761,BEST PROV.STORE,700029
S00835767,KHAN DRY FRUITS,700029
S00835768,JAN PROV. STORE,700029
S00835769,SHAKEEL PROV. STORE,700029
S00835770,Altaf Pro. Store.,700029
S00835772,Kownsar Pro. Store.,700029
S00835780,BILAL PROV. STORE,700029
S00835793,"MALIK PROV. STORE,",700029
S00835798,"BHAT GEN. STORE,",700029
S00835800,JAMEEL PROV STORE,700029
S00835817,"NISHAT PAN HOUSE,",700029
S00835818,"IMRAN PROV. STORE,",700029
S00835819,"GH RASOOL,",700029
S00835820,"GH HASSAN,",700029
S00835824,WANI PROV STORE,700029
S00835827,"MIR & SONS,",700029
S00835829,"BHAT PROV.STORE,",700029
S00835833,"FAST EDDIESS,",700029
S00835836,"MISRI PAN HOUSE,",700029
S00835841,"SNOW VIEW,",700029
S00835842,"MIR PROV. STORE,",700029
S00835844,TAHIR PROVISON STORE,700029
S00835858,"REHMAT PROV.STORE,",700029
S00835860,MALIK RIYAZ,700029
S00835862,"JAVID PROV. STORE,",700029
S00835865,"SIDIQ PROV. STORE,",700029
S00835867,"DAILY  NEEEDS,",700029
S00835871,"MIR PROV. STORE,",700029
S00835872,"MIR SAJAD PROV. STORE,",700029
S00835874,"MALIK PROV.STORE,",700029
S00835875,"LITTLE HUT,",700029
S00840562,"KNG.STORE,-1",700029
S00840576,LIYAKAT PROV.STORE1,700029
S00840592,"M.A. TELICOM,-1",700029
S00840601,M.S BAKERY..2,700029
S00840607,M.SHAFI PROV. STORE..2,700029
S00840613,SAMAD PROV. STORE (NR),700029
S00840625,BHAT PROV. STORENR,700029
S00840626,MAGRAY PROV.STORE4,700029
S00840644,MALIK PROV. STORE6,700029
S00840664,BHAT PROV STORE,700029
S00840676,MATOO PROV. STORE..2,700029
S00840702,MIR GEN. STORE4,700029
S00840708,MIR PROV STORE..3,700029
S00840712,MIR PROV. STORE7,700029
S00840740,"MOHAMMAD ASHRAF PROV.STORE,-1",700029
S00840754,MOHD AMIN PROV. STORE,700029
S00840767,MATOO BROTHERS,700029
S00840777,"MUGHLE AZAM,-1",700029
S00835878,"DAR PROV. STORE,",700029
S00835879,"WATTAN PROV. STORE,",700029
S00835882,"LAL DED,",700029
S00835883,"JOLLY ARTS,",700029
S00835885,"MUSHTAQ GEN. STORE,",700029
S00835886,"ROYAL GEN. STORE,",700029
S00835887,"MOHD.ASHRAF,",700029
S00835888,"JAVEED GEN. STORE,",700029
S00835889,"SANA FOODS,",700029
S00835890,"ERINA ,",700029
S00835891,"DIPLAZ GEN. STORE,",700029
S00835894,"BHAT PROV, STORE,",700029
S00835895,"QAYOOM PROV. STORE ,",700029
S00835898,"ZIYARAT PROV. STORE,",700029
S00835900,"CHINAR PROV. STORE,",700029
S00835901,A TO Z STORE,700029
S00835902,"ALLAH RAKHA PROV. STORE,",700029
S00835909,BHATT P/S,700029
S00840778,"MUKHTAR PROV. STORE,-1",700029
S00840781,"MUNEER PROV. STORE,-1",700029
S00840783,AKII PROVISONAL STORE,700029
S00840796,"MUSHTAQ PROV. STORE,-12",700029
S00840824,NASIR PROV. STORE..3,700029
S00835912,"DEAIL PROV. STORE,",700029
S00835920,"KAMAL PROV. STORE,",700029
S00835922,"G.N GEN STORE,",700029
S00835927,"RUBI PROV. STORE,",700029
S00835929,"BANGROO PROV STORE,",700029
S00835932,"SHABNUM STD,",700029
S00835933,"GULMARG PROV.STORE,",700029
S00835934,"GH MOHD PROV.STORE,",700029
S00835935,"M M TRADERS,",700029
S00835937,"A R PROV. STORE,",700029
S00835938,"WATTAN PROV. STORE,",700029
S00835941,"RAJA SOFTY,",700029
S00835943,"H TEE HUTS,",700029
S00835945,"ICE LAND,",700029
S00835948,"LATIEF GEN. STORE,",700029
S00835950,"HAZARI MILK STORE,",700029
S00835951,"DAGGA PROV. STORE,",700029
S00835952,"SHOWKAT PROV. STORE,",700029
S00835953,"SHAH PROV. STORE,",700029
S00835959,"MAIN POINT,",700029
S00835966,"GAGLOO MILK STORE,",700029
S00835968,"JAVID PROV.STORE,",700029
S00835972,"BILAL PROV. STORE,",700029
S00835973,"SOFI PROV. STORE,",700029
S00835974,"WANI PROV. STORE,",700029
S00835975,"SHABIR PROV. STORE,",700029
S00836001,"HAMDARD PROV.STORE,",700029
S00836003,"ICE POINT,",700029
S00836005,"AZAD PROV.STORE,",700029
S00836011,"JAVAID PROV.STORE,",700029
S00836015,"G.N.STORE,",700029
S00836017,"SHAH PROV. STORE,",700029
S00836018,"WELCOME FAST FOOD,",700029
S00836019,"MANTOO GEN. STORE,",700029
S00836023,"THAKOO GEN. STORE,",700029
S00836032,"GUDOO PROV. STORE,",700029
S00836044,"OWAIS PROV. STORE,",700029
S00836047,"MUSHTAQ PROV.STORE,",700029
S00836048,"JAAN PROV.STORE,",700029
S00836060,"HANDOO PROV. STORE,",700029
S00836063,"LITTLE BIT,",700029
S00836071,FAYAZ PROV  STORE,700029
S00836072,BILAL PROV  STORE,700029
S00836073,GOJRI PROV  STORE,700029
S00836074,UMER PROV  STORE,700029
S00836076,PARVAAZ PROV STORE,700029
S00836094,"BILAL PROV. STORE,",700029
S00836095,"SHEIKH PROV. STORE,",700029
S00836096,"AL HABIB  GEN. STORE,",700029
S00836099,"FAROOQ PROV . STORE,",700029
S00836102,"PUPA GEN.STORE,",700029
S00836103,"FRIENDS PROV. STORE,",700029
S00836104,"NEW ICE BEAM,",700029
S00836105,"HANEEF ENTERPRISES,",700029
S00836108,"BHAT PROV. STORE ,",700029
S00836113,"JAVEED PROV. STORE,",700029
S00836114,"BASHIR PROV. STORE,",700029
S00836117,"HEAVEN GEN.  STORE,",700029
S00836120,"ARIF PROV. STORE,",700029
S00836122,"YOUNIS  GEN. STORE,",700029
S00836123,"CHANGA PROV.STORE,",700029
S00836127,MUZAFFAR PROVISION STORE,700029
S00836128,"LAL KHAN,",700029
S00836130,"MADINA GEN. STORE,",700029
S00836131,"GOUSIA  GEN. STORE,",700029
S00836132,"BHAT PROV. STORE,",700029
S00836137,"M.S. ENTERPRISES,",700029
S00836144,"WANI ENT,",700029
S00836145,BILAL PROVISION STORE,700029
S00836149,"GILLA  GEN. STORE,",700029
S00836151,"JAVEED GEN. STORE,",700029
S00836152,"AG MALK,",700029
S00836153,"ZAHOOR  PROV. STORE,",700029
S00836156,"FAROOQ BROTHERS,",700029
S00836158,"JAVEED GEN. STORE,",700029
S00836159,"KHAN ENTERPRISES,",700029
S00836162,"BHAT PROV. STORE,",700029
S00836163,"AMIN PROV. STORE,",700029
S00836164,"SHOWKAT  PROV. STORE,",700029
S00836165,"G.N. DAR PROV. STORE,",700029
S00836166,"H. DAR,",700029
S00836167,"NICE COOL PROV. STORE,",700029
S00836168,"MUDASIR PROV.STORE,",700029
S00836169,"KALLA  PROV. STORE,",700029
S00836170,"WIDE CHOICE,",700029
S00836178,"PANDIT PROV. STORE,",700029
S00836186,CAFE CONE,700029
S00836187,"BEIGH PROV. STORE,",700029
S00836188,"TULLAHA PROV. STORE,",700029
S00836189,"ALI SONS,",700029
S00836191,"LATEEF PROV.STORE,",700029
S00836192,"BASHIR GEN.STORE,",700029
S00836193,"FAYAZ  PROV.  STORE,",700029
S00836196,"VALLAY TOPS,",700029
S00836199,"MEHRAJ P/S,",700029
S00836200,"BILAL AHMAD WAJA,",700029
S00836201,"FAROOQ PROV. STORE,",700029
S00836209,"GULAM JELANI KHAN,",700029
S00836216,"BILAL PROV. STORE,",700029
S00836219,"BASHIR PROV. STORE,",700029
S00836221,"NAZIR PROV. STORE,",700029
S00836229,SOFI PROVISION STORE,700029
S00836230,FIRDOUS PROV. STORE,700029
S00836231,"SUBHAN PROV.STORE,",700029
S00836236,BHAT  PROV. STORE,700029
S00836242,"TANTARY PROV. STORE,",700029
S00836246,"RIYAZ  AND MADINA ,",700029
S00836248,"MUBARAQ PROV .STORE,",700029
S00836259,"FAYAZ PROV. STORE (1),",700029
S00836260,"JAY ESS PROV. STORE,",700029
S00836268,"SURMA PRO STORE,",700029
S00836269,"GULJAR PRO STOREL,",700029
S00836270,WANI PROV. STORE.,700029
S00836278,"WAQAR PROV.STORE,",700029
S00836280,BAKSHI PROV. STORE.,700029
S00836283,BEST BAKERY.,700029
S00836284,KHAN PAN PROV. STORE.,700029
S00836287,MANNAN PROV. STORE.,700029
S00836288,WANI PROV. STORE.,700029
S00836289,IMTAYAZ PROV. STORE.,700029
S00836290,HANDOO GEN. STORE.,700029
S00836295,"WOMENS POLITICAL COLLEGE,",700029
S00836296,MUKHTAR PROV STORE,700029
S00836301,AADIL COSMETICS,700029
S00836303,SHARJA TELECOM.,700029
S00836304,LATEEF PROV. STORE.,700029
S00836305,BASHIR  PROV. STORE.,700029
S00836312,BHAT PROV. STORE (JVC),700029
S00836315,RAFFIQ PROV. STORE,700029
S00836318,FAROOQ PROV STORE,700029
S00836320,"BOLAKI PROV. STORE,",700029
S00836321,"BHAT BROTHERS,",700029
S00836325,GULAM NABI AHANGER.,700029
S00836326,RAH PROV. STORE.,700029
S00836328,I.S. ENTP.,700029
S00836329,D 3 P S,700029
S00836334,METRO PROV. STORE,700029
S00836342,"WANI PROV. STORE,",700029
S00836343,"REHMAN PROV. STORE,",700029
